id,org_id,url,species,breed_primary,breed_secondary,breed_mixed,breed_unknown,color_primary,color_secondary,color_tertiary,age,sex,size,coat,fixed,house_trained,declawed,special_needs,shots_current,env_children,env_dogs,env_cats,name,tags,photo,status,posted,contact_city,contact_state,contact_zip,contact_country,stateQ,accessed,type,description
46032651,NV163,https://www.petfinder.com/dog/minnie-46032651/nv/las-vegas/animal-network-nv163/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,Mixed Breed,TRUE,FALSE,Black,White / Cream,NA,Senior,Female,Medium,Short,FALSE,TRUE,NA,FALSE,TRUE,NA,TRUE,NA,MINNIE,NA,NA,adoptable,2019-09-19T17:23:23+0000,Las Vegas,NV,89147,US,89009,9/20/2019,Dog,"Minnie found herself in the shelter and very loved by all workers who think she deserves a wonderful home of her own. This 7 year old, 55 lbs girl loves to play with other dogs and most of all loves humans. We will have good pictures of her soon and if you would like to meet a playful senior please contact AdoptAnimalNetwork@gmail.com"
46032592,NV26,https://www.petfinder.com/dog/jagger-46032592/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dachshund,Mixed Breed,TRUE,FALSE,NA,NA,NA,Adult,Male,Small,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,JAGGER,NA,NA,adoptable,2019-09-19T17:17:15+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46032594,NV26,https://www.petfinder.com/dog/marley-46032594/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,TRUE,FALSE,NA,NA,NA,Adult,Male,Large,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,MARLEY,NA,NA,adoptable,2019-09-19T17:17:15+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46032595,NV26,https://www.petfinder.com/dog/lexi-46032595/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,TRUE,FALSE,NA,NA,NA,Young,Female,Large,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,LEXI,NA,NA,adoptable,2019-09-19T17:17:15+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46032596,NV26,https://www.petfinder.com/dog/hash-46032596/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,TRUE,FALSE,NA,NA,NA,Adult,Male,Large,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,HASH,NA,NA,adoptable,2019-09-19T17:17:15+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46032588,NV26,https://www.petfinder.com/dog/gorilla-46032588/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,Mixed Breed,TRUE,FALSE,NA,NA,NA,Adult,Male,Large,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,GORILLA,NA,NA,adoptable,2019-09-19T17:17:14+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46032587,NV26,https://www.petfinder.com/dog/t-bone-46032587/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,TRUE,FALSE,NA,NA,NA,Young,Male,Large,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,T-BONE,NA,NA,adoptable,2019-09-19T17:17:14+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46032589,NV26,https://www.petfinder.com/dog/kale-46032589/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Australian Cattle Dog / Blue Heeler,Mixed Breed,TRUE,FALSE,NA,NA,NA,Young,Female,Medium,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,KALE,NA,NA,adoptable,2019-09-19T17:17:14+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46032253,NV163,https://www.petfinder.com/dog/sugar-46032253/nv/las-vegas/animal-network-nv163/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Poodle,Terrier,TRUE,FALSE,White / Cream,NA,NA,Adult,Female,Small,Medium,TRUE,FALSE,NA,FALSE,TRUE,NA,NA,NA,SUGAR,NA,NA,adoptable,2019-09-19T17:02:45+0000,Las Vegas,NV,89147,US,89009,9/20/2019,Dog,Not sure how little Sugar ended up at shelter but this sweet little girl is 4 years old and weighs 9 lbs. More photos to be up soon but she is working on her potty training and will be getting groomed when her stitches are removed from her spay. Contact AdoptAnimalNetwork@gmail.com if you would like to meet Sugar.
46031946,AZ189,https://www.petfinder.com/dog/scooter-46031946/az/bullhead-city/animal-care-and-welfare-facility-az189/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Terrier,Chihuahua,TRUE,FALSE,Apricot / Beige,NA,NA,Young,Male,Small,Wire,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,SCOOTER,NA,NA,adoptable,2019-09-19T16:27:48+0000,Bullhead City,AZ,86442,US,89009,9/20/2019,Dog,"ALL ANIMALS are placed on a legal stray hold per Bullhead City Ordinances for the to owner reclaim. If the animals are not claimed they will be placed up for adoption based on the available date provided.

* All animals MUST be spay/neutered before leaving the shelter *

Adoption Fee is $100

I'm available for adoption on 09/09/2019

Adoption fees cover vet exam, spay/neuter surgery, rabies vaccine, first core vaccine (DA2PP or FRCP), and if you reside in Bullhead City your first 1 year license is on us!

My name is Scooter, My mom was in the hospital but no one ever came in for me. I am cute, but I growl at people when they come to visit me because I am scared. I love the staff here when I see them I wag my tail and whine to come out and play. I just need someone to spend time with me, get to know me I will warm up I promise. 

I do ask that I live in a home that does not have children they are a little to wild for me and freaks me out."
46031507,AZ189,https://www.petfinder.com/dog/sloth-46031507/az/bullhead-city/animal-care-and-welfare-facility-az189/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,American Bulldog,NA,TRUE,FALSE,White / Cream,Yellow / Tan / Blond / Fawn,NA,Adult,Male,Large,Short,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,SLOTH,NA,NA,adoptable,2019-09-19T16:22:19+0000,Bullhead City,AZ,86442,US,89009,9/20/2019,Dog,"ALL ANIMALS are placed on a legal stray hold per Bullhead City Ordinances for the to owner reclaim. If the animals are not claimed they will be placed up for adoption based on the available date provided.

* All animals MUST be spay/neutered before leaving the shelter *

Adoption Fee is $100

I'm available for adoption on 09/19/2019

Adoption fees cover vet exam, spay/neuter surgery, rabies vaccine, first core vaccine (DA2PP or FRCP), and if you reside in Bullhead City your first 1 year license is on us!

I was brought in as a stray and no one came into to claim me and now I am available for adoption. I have two different colors eyes just like David Bowie."
46031797,NV26,https://www.petfinder.com/dog/arrow-46031797/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Mastiff,NA,TRUE,FALSE,NA,NA,NA,Young,Male,Large,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,ARROW,NA,NA,adoptable,2019-09-19T16:16:41+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46031796,NV26,https://www.petfinder.com/dog/tyler-46031796/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,Mixed Breed,TRUE,FALSE,NA,NA,NA,Young,Male,Small,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,TYLER,NA,NA,adoptable,2019-09-19T16:16:41+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46029444,NV39,https://www.petfinder.com/dog/bear-46029444/nv/las-vegas/nevada-society-for-the-prevention-of-cruelty-to-animals-nevada-spca-nv39/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Labrador Retriever,NA,FALSE,FALSE,NA,NA,NA,Young,Male,Medium,NA,TRUE,FALSE,NA,FALSE,TRUE,NA,FALSE,FALSE,Bear,NA,NA,adoptable,2019-09-19T10:09:26+0000,Las Vegas,NV,89118,US,89009,9/20/2019,Dog,"I'm a rambunctious, happy puppy! I still bark at things I don't understand but I'm willing to learn and I love rides in the car! I will need a lot of continued training but I'm a smart boy!If you would like to contribute to the care and well being of our animals please visit
Nevadaspca.org"
46029446,NV39,https://www.petfinder.com/dog/mochi-46029446/nv/las-vegas/nevada-society-for-the-prevention-of-cruelty-to-animals-nevada-spca-nv39/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Terrier,NA,FALSE,FALSE,NA,NA,NA,Senior,Male,Small,NA,TRUE,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,Mochi,NA,NA,adoptable,2019-09-19T10:09:26+0000,Las Vegas,NV,89118,US,89009,9/20/2019,Dog,"Hi I'm Mochi! 
Even though I'm a senior I love to play and I LOVE the water (I love to sit in my water bowl)! I'm super friendly but I also think I'm a tough guy so I would be best with other dogs my size.If you would like to contribute to the care and well being of our animals please visit
Nevadaspca.org"
46028152,NV15,https://www.petfinder.com/dog/goldies-gus-46028152/nv/las-vegas/a-path-4-paws-dog-rescue-nv15/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,Pug,TRUE,FALSE,NA,NA,NA,Baby,Male,Small,NA,TRUE,FALSE,NA,FALSE,TRUE,NA,TRUE,NA,Goldie's Gus,NA,NA,adoptable,2019-09-19T04:07:26+0000,Las Vegas,NV,89136,US,89009,9/20/2019,Dog,"Goldie's Gus is about 8 1/2 weeks old weighing about 2 lbs.   They have been socialized in a foster home with dogs of all sizes.   More will be known about me soon.   

A Path 4 Paws holds adoption events EVERY Saturday & Sunday from 10am-4pm at C-A-L Ranch,  located at 232 N. Jones Blvd right off the I-95.   Please bring your dog(s) for a meet and greet (if applicable)

If you are interested in Goldie's Gus, please contact dogrescuelv@hotmail.com to confirm the dog you are interested in,  will be attending that particular weekend.  We have limited space at the store, therefore we can not take every dog out to the event.

Goldie's Gus is spayed/neutered, has current vaccinations and includes a microchip, deworming and 2 free vet visits.  Adoption fee applies.  Please make sure you have read the information listed on the homepage for requirements and restrictions. 

Foster homes & volunteers are always needed.  Please contact us regarding how you can help by fostering or volunteering for our organization."
46027977,NV15,https://www.petfinder.com/dog/goldies-ginger-46027977/nv/las-vegas/a-path-4-paws-dog-rescue-nv15/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,Pug,TRUE,FALSE,NA,NA,NA,Baby,Female,Small,NA,TRUE,FALSE,NA,FALSE,TRUE,NA,TRUE,NA,Goldie's Ginger,NA,NA,adoptable,2019-09-19T03:58:53+0000,Las Vegas,NV,89136,US,89009,9/20/2019,Dog,"Goldie's Ginger is about 8 1/2 weeks old weighing about 2 lbs.   They have been socialized in a foster home with dogs of all sizes.   More will be known about me soon.   

A Path 4 Paws holds adoption events EVERY Saturday & Sunday from 10am-4pm at C-A-L Ranch,  located at 232 N. Jones Blvd right off the I-95.   Please bring your dog(s) for a meet and greet (if applicable)

If you are interested in Goldie's Ginger, please contact dogrescuelv@hotmail.com to confirm the dog you are interested in,  will be attending that particular weekend.  We have limited space at the store, therefore we can not take every dog out to the event.

Goldie's Ginger is spayed/neutered, has current vaccinations and includes a microchip, deworming and 2 free vet visits.  Adoption fee applies.  Please make sure you have read the information listed on the homepage for requirements and restrictions. 

Foster homes & volunteers are always needed.  Please contact us regarding how you can help by fostering or volunteering for our organization."
46027945,NV15,https://www.petfinder.com/dog/goldies-gilligan-46027945/nv/las-vegas/a-path-4-paws-dog-rescue-nv15/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,Pug,TRUE,FALSE,NA,NA,NA,Baby,Male,Small,NA,TRUE,FALSE,NA,FALSE,TRUE,NA,TRUE,NA,Goldie's Gilligan,NA,NA,adoptable,2019-09-19T03:40:43+0000,Las Vegas,NV,89136,US,89009,9/20/2019,Dog,"Goldie's Gilligan is about 8 1/2 weeks old weighing about 2 lbs.   They have been socialized in a foster home with dogs of all sizes.   More will be known about me soon.   

A Path 4 Paws holds adoption events EVERY Saturday & Sunday from 10am-4pm at C-A-L Ranch,  located at 232 N. Jones Blvd right off the I-95.   Please bring your dog(s) for a meet and greet (if applicable)

If you are interested in Goldie's Gilligan, please contact dogrescuelv@hotmail.com to confirm the dog you are interested in,  will be attending that particular weekend.  We have limited space at the store, therefore we can not take every dog out to the event.

Goldie's Gilligan is spayed/neutered, has current vaccinations and includes a microchip, deworming and 2 free vet visits.  Adoption fee applies.  Please make sure you have read the information listed on the homepage for requirements and restrictions. 

Foster homes & volunteers are always needed.  Please contact us regarding how you can help by fostering or volunteering for our organization."
46027921,NV15,https://www.petfinder.com/dog/goldies-gabby-46027921/nv/las-vegas/a-path-4-paws-dog-rescue-nv15/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,Pug,TRUE,FALSE,NA,NA,NA,Baby,Female,Small,NA,TRUE,FALSE,NA,FALSE,TRUE,NA,TRUE,NA,Goldie's Gabby,NA,NA,adoptable,2019-09-19T03:32:41+0000,Las Vegas,NV,89136,US,89009,9/20/2019,Dog,"Goldie's Gabby is about 8 1/2 weeks old weighing about 2 lbs.   They have been socialized in a foster home with dogs of all sizes.   More will be known about me soon.   

A Path 4 Paws holds adoption events EVERY Saturday & Sunday from 10am-4pm at C-A-L Ranch,  located at 232 N. Jones Blvd right off the I-95.   Please bring your dog(s) for a meet and greet (if applicable)

If you are interested in Goldie's Gabby , please contact dogrescuelv@hotmail.com to confirm the dog you are interested in,  will be attending that particular weekend.  We have limited space at the store, therefore we can not take every dog out to the event.

Goldie's Gabby is spayed/neutered, has current vaccinations and includes a microchip, deworming and 2 free vet visits.  Adoption fee applies.  Please make sure you have read the information listed on the homepage for requirements and restrictions. 

Foster homes & volunteers are always needed.  Please contact us regarding how you can help by fostering or volunteering for our organization."
46027872,NV15,https://www.petfinder.com/dog/goldie-46027872/nv/las-vegas/a-path-4-paws-dog-rescue-nv15/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,NA,FALSE,FALSE,NA,NA,NA,Young,Female,Small,NA,TRUE,FALSE,NA,FALSE,TRUE,NA,TRUE,NA,Goldie,NA,NA,adoptable,2019-09-19T03:21:48+0000,Las Vegas,NV,89136,US,89009,9/20/2019,Dog,"Goldie is about  2 1/2  yrs old and weighs about 6 lbs.  She is good with other dogs, and would do best in a home with another social dog.   She is shy, so a quiet household would help her adjust.   She was an owner surrender with her two daughters (both with newborn pups) and Goldie was pregnant.  They lived under the trailer and were not treated very nicely.     More will be known about me soon.   

A Path 4 Paws holds adoption events EVERY Saturday & Sunday from 10am-4pm at C-A-L Ranch,  located at 232 N. Jones Blvd right off the I-95.   Please bring your dog(s) for a meet and greet (if applicable)

If you are interested in Goldie, please contact dogrescuelv@hotmail.com to confirm the dog you are interested in,  will be attending that particular weekend.  We have limited space at the store, therefore we can not take every dog out to the event.

Goldie is spayed/neutered, has current vaccinations and includes a microchip, deworming and 2 free vet visits.  Adoption fee applies.  Please make sure you have read the information listed on the homepage for requirements and restrictions. 

Foster homes & volunteers are always needed.  Please contact us regarding how you can help by fostering or volunteering for our organization."
46027804,NV186,https://www.petfinder.com/dog/vail-46027804/nv/las-vegas/the-churchill-foundation-nv186/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Husky,NA,FALSE,FALSE,Black,Gray / Blue / Silver,White / Cream,Baby,Female,Large,Long,TRUE,TRUE,NA,FALSE,TRUE,FALSE,TRUE,NA,Vail,NA,NA,adoptable,2019-09-19T02:56:03+0000,Las Vegas,NV,89104,US,89009,9/20/2019,Dog,"Vail came to us due to resource guarding issues. She is working hard in her training and is great with an experienced handler, training and appropriate exercise. She is very high energy and needs a very active home! She is a loving girl that just needs appropriate guidance!"
46027303,NV26,https://www.petfinder.com/dog/freckles-46027303/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,TRUE,FALSE,NA,NA,NA,Young,Female,Medium,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FRECKLES,NA,NA,adoptable,2019-09-19T02:15:29+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46026629,NV155,https://www.petfinder.com/dog/bella-46026629/nv/las-vegas/a-home-4-spot-nv155/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Poodle,NA,TRUE,FALSE,White / Cream,NA,NA,Young,Female,Small,Short,TRUE,TRUE,NA,FALSE,TRUE,NA,TRUE,NA,Bella,NA,NA,adoptable,2019-09-19T01:37:05+0000,Las Vegas,NV,89103,US,89009,9/20/2019,Dog,"Bella is the real scared one unless with her sister then her scared side goes away.Today I just sat with her , she did let me pet her and sit by her. I will work more with her on Thursday. text diana 702 239 7986"
46026616,NV15,https://www.petfinder.com/dog/blackie-46026616/nv/las-vegas/a-path-4-paws-dog-rescue-nv15/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Terrier,NA,TRUE,FALSE,NA,NA,NA,Baby,Male,Small,NA,TRUE,FALSE,NA,FALSE,TRUE,NA,TRUE,NA,Blackie,NA,NA,adoptable,2019-09-19T01:29:18+0000,Las Vegas,NV,89136,US,89009,9/20/2019,Dog,"Sophie is about 5 1/2 old months old and weighs about 8 lbs.  She is good with other dogs.  She is now in a foster home with her sister so more will be known about me soon.   

A Path 4 Paws holds adoption events EVERY Saturday & Sunday from 10am-4pm at C-A-L Ranch,  located at 232 N. Jones Blvd right off the I-95.   Please bring your dog(s) for a meet and greet (if applicable)

If you are interested in Sophie, please contact dogrescuelv@hotmail.com to confirm the dog you are interested in,  will be attending that particular weekend.  We have limited space at the store, therefore we can not take every dog out to the event.

Sophie is spayed/neutered, has current vaccinations and includes a microchip, deworming and 2 free vet visits.  Adoption fee applies.  Please make sure you have read the information listed on the homepage for requirements and restrictions. 

Foster homes & volunteers are always needed.  Please contact us regarding how you can help by fostering or volunteering for our organization."
46026600,NV15,https://www.petfinder.com/dog/sophie-46026600/nv/las-vegas/a-path-4-paws-dog-rescue-nv15/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,NA,TRUE,FALSE,NA,NA,NA,Baby,Female,Small,NA,TRUE,FALSE,NA,FALSE,TRUE,NA,TRUE,NA,Sophie,NA,NA,adoptable,2019-09-19T01:26:39+0000,Las Vegas,NV,89136,US,89009,9/20/2019,Dog,"Sophie is about 5 1/2 old months old and weighs about 8 lbs.  She is good with other dogs.  She is now in a foster home with her sister so more will be known about me soon.   

A Path 4 Paws holds adoption events EVERY Saturday & Sunday from 10am-4pm at C-A-L Ranch,  located at 232 N. Jones Blvd right off the I-95.   Please bring your dog(s) for a meet and greet (if applicable)

If you are interested in Sophie, please contact dogrescuelv@hotmail.com to confirm the dog you are interested in,  will be attending that particular weekend.  We have limited space at the store, therefore we can not take every dog out to the event.

Sophie is spayed/neutered, has current vaccinations and includes a microchip, deworming and 2 free vet visits.  Adoption fee applies.  Please make sure you have read the information listed on the homepage for requirements and restrictions. 

Foster homes & volunteers are always needed.  Please contact us regarding how you can help by fostering or volunteering for our organization."
46026454,NV15,https://www.petfinder.com/dog/pixie-46026454/nv/las-vegas/a-path-4-paws-dog-rescue-nv15/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,NA,TRUE,FALSE,NA,NA,NA,Baby,Female,Small,NA,TRUE,FALSE,NA,FALSE,TRUE,NA,TRUE,NA,Pixie,NA,NA,adoptable,2019-09-19T01:25:40+0000,Las Vegas,NV,89136,US,89009,9/20/2019,Dog,"Pixie is about 5 1/2 old months old and weighs about 8 lbs.  She is good with other dogs.  She is now in a foster home with her sister so more will be known about me soon.   

A Path 4 Paws holds adoption events EVERY Saturday & Sunday from 10am-4pm at C-A-L Ranch,  located at 232 N. Jones Blvd right off the I-95.   Please bring your dog(s) for a meet and greet (if applicable)

If you are interested in Pixie, please contact dogrescuelv@hotmail.com to confirm the dog you are interested in,  will be attending that particular weekend.  We have limited space at the store, therefore we can not take every dog out to the event.

Pixie is spayed/neutered, has current vaccinations and includes a microchip, deworming and 2 free vet visits.  Adoption fee applies.  Please make sure you have read the information listed on the homepage for requirements and restrictions. 

Foster homes & volunteers are always needed.  Please contact us regarding how you can help by fostering or volunteering for our organization."
46026507,NV26,https://www.petfinder.com/dog/princess-46026507/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,NA,TRUE,FALSE,NA,NA,NA,Adult,Female,Small,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,PRINCESS,NA,NA,adoptable,2019-09-19T01:15:08+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46026395,NV155,https://www.petfinder.com/dog/doc-holiday-46026395/nv/las-vegas/a-home-4-spot-nv155/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Cocker Spaniel,NA,FALSE,FALSE,Yellow / Tan / Blond / Fawn,NA,NA,Adult,Male,Medium,Short,TRUE,FALSE,NA,FALSE,TRUE,NA,NA,NA,Doc Holiday,NA,NA,adoptable,2019-09-19T01:05:44+0000,Las Vegas,NV,89103,US,89009,9/20/2019,Dog,"My name is Doc Holliday. IÃ¢Â€Â™m a lightly aged cocker spaniel who loves walks in the park, rolling in the grass, and obsessively begging for belly rubs from my humans. I might take a bit to warm up, but when I do, IÃ¢Â€Â™m all cuddles all the time. IÃ¢Â€Â™m a good boy in the car and like to go for rides very much! Especially if we are going to the park. Rolling in the grass is my favorite!! I also like to walk through stores like Home Depot and IÃ¢Â€Â™m not reactive on a leash and walk like a good boy. Sometimes I act cranky when IÃ¢Â€Â™m in a kennel but I go right back to being a good boy as soon as IÃ¢Â€Â™m out. For more info or to meet me go to www.ahome4spot.com or text Desirea at 702-525-0518.  or diana 702 239 7986 He is neutered, chipped, and up to date on vaccines.  If you are a cocker spaniel this is the boy for you! he is 7yrs old"
46026306,NV155,https://www.petfinder.com/dog/lilac-46026306/nv/las-vegas/a-home-4-spot-nv155/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Staffordshire Bull Terrier,NA,TRUE,FALSE,Red / Chestnut / Orange,White / Cream,NA,Baby,Female,Large,Short,TRUE,FALSE,NA,FALSE,TRUE,NA,TRUE,NA,Lilac,NA,NA,adoptable,2019-09-19T00:50:25+0000,Las Vegas,NV,89103,US,89009,9/20/2019,Dog,"Meet sweet little Lilac. SheÃ¢Â€Â™s the cutest little staffy mix. At a little less than 4mo old, she is all puppy all the time. Favorite past times are walking herself, chewing on your face, arms, hands and/or anything near her mouth, running amok and giving lots of unconditional love. If you are up for some crazy puppy times and a lot of work in exchange for the best puppy love there is, you can fill out an interest app on our web site at www.ahome4spot.com or you can text Diana at 702-239-7986."
46026195,NV155,https://www.petfinder.com/dog/jax-46026195/nv/las-vegas/a-home-4-spot-nv155/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Poodle,NA,FALSE,FALSE,Brown / Chocolate,NA,NA,Senior,Male,Small,Short,TRUE,TRUE,NA,FALSE,TRUE,NA,TRUE,NA,Jax,NA,NA,adoptable,2019-09-19T00:43:38+0000,Las Vegas,NV,89103,US,89009,9/20/2019,Dog,"Meet Jax
Owner died that's how Jax's came to us. He is a fantastic dog ,potty trained walks well on a leash loves men. He is a very happy dog , just got his dental and neutered. He rides well in a car. He is ready for his new home.Please text 702 239 7986  he is about 10 pds and 8years old."
46026170,NV68,https://www.petfinder.com/dog/taquito-46026170/nv/mesquite/we-care-for-animals-nv68/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,NA,FALSE,FALSE,Brown / Chocolate,NA,NA,Young,Male,Small,Short,TRUE,TRUE,NA,FALSE,TRUE,FALSE,TRUE,NA,Taquito,NA,NA,adoptable,2019-09-19T00:32:29+0000,Mesquite,NV,89024,US,89009,9/20/2019,Dog,"This handsome fellow is Taquito (little Taco) a sweet little one year old chihuahua, all of 4.5 lbs!  He loves to cuddle, enjoys walks and does well with quiet well behaved small dogs.  He would appreciate a quiet home.  Because of his size, a home with small children is not recommended. Taquito has done very well on house training as long as his person is able to read his signals that he needs to go out. 

Taquito is neutered, current on vaccines and micro chipped.  To express interest in Taquito, please to go wecareforanimals.org to complete our online application.  TaquitoÃ¢Â€Â™s adoption fee is $150."
46025014,NV212,https://www.petfinder.com/dog/atlas-46025014/nv/las-vegas/vegas-pet-rescue-project-nv212/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Jindo,NA,FALSE,FALSE,White / Cream,NA,NA,Baby,Male,Medium,Medium,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,Atlas,NA,NA,adoptable,2019-09-18T22:18:10+0000,Las Vegas,NV,89129,US,89009,9/20/2019,Dog,"Hello, IÃ¢Â€Â™m 6 month old Atlas!! ???

If youÃ¢Â€Â™re a big dog I will follow you, personal space, whatÃ¢Â€Â™s that? I have two big foster brothers and IÃ¢Â€Â™m learning the ropes from them and follow them around. IÃ¢Â€Â™ve got lots of energy... I love to run around and play. My sister has been with me too and I donÃ¢Â€Â™t think we know how to sit still. ??

I do like my food bowl separate from others for now.  Bones and treats, yes please! I love giving kisses, I can be a bit strong with them, so fair warning. I like an assertive figure that will tell me NO and shows me IÃ¢Â€Â™m not the boss. I am only 6 mos old afterall!!  I survived the Korean meat trade so I am behind on my puppy training. ?

I really want an active home with another large breed playful pup to be my best friend. ??

I enjoy my crate I go in it pretty easily on my own and I havenÃ¢Â€Â™t had any accidents.  I will bark if I hear a noise during the night but if itÃ¢Â€Â™s nothing I go right back to sleep. IÃ¢Â€Â™m also really great on car rides. 

Some things still make me a little nervous out in the world as things are still a little new to me, but If you show me itÃ¢Â€Â™s ok, I relax pretty quick. I know IÃ¢Â€Â™m a good boy and I know I have lots of love in me for whoever I pick to adopt me!!!  So please have lots of love time and energy for me. I deserve a forever home after all I have been through. ????

vegaspetrescueproject.com
Vegas Pet Rescue Project VPRP"
46024779,NV212,https://www.petfinder.com/dog/trixie-46024779/nv/las-vegas/vegas-pet-rescue-project-nv212/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Corgi,Miniature Pinscher,TRUE,FALSE,Bicolor,NA,NA,Young,Female,Small,Short,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,Trixie,NA,NA,adoptable,2019-09-18T22:15:12+0000,Las Vegas,NV,89129,US,89009,9/20/2019,Dog,Trixie is a sweetie
